time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1584175584.21881104,0.03277919,0.01190069,0.00000276,212354.00000000,0.03996893,0.000000,0.000000
1584175584.31892490,0.03278968,0.00994940,0.00000280,212805.00000000,0.03783697,0.000000,0.000000
1584175584.41900206,0.03280226,0.01081216,0.00000286,213728.00000000,0.03886560,0.000000,0.000000
1584175584.51909304,0.03281525,0.01068779,0.00000281,214436.00000000,0.03908901,0.000000,0.000000
1584175584.61917210,0.03284601,0.01907113,0.00000285,215389.00000000,0.04773198,0.000000,0.000000
1584175584.71925402,0.03285321,0.00920443,0.00000254,210910.00000000,0.03634718,0.000000,0.000000
1584175584.81935906,0.03286093,0.00950782,0.00000257,211944.00000000,0.03661430,0.000000,0.000000
1584175584.91945195,0.03287035,0.00991292,0.00000258,213053.00000000,0.03745698,0.000000,0.000000
1584175585.01956892,0.03288453,0.01011059,0.00000268,214130.00000000,0.03980271,0.000000,0.000000
1584175585.11964989,0.03289633,0.01009134,0.00000262,215205.00000000,0.03866585,0.000000,0.000000
1584175585.21969509,0.03291036,0.01066531,0.00000268,216163.00000000,0.03978689,0.000000,0.000000
1584175585.31979704,0.03292268,0.01078479,0.00000265,217000.00000000,0.03897339,0.000000,0.000000
1584175585.41990399,0.03293408,0.01035650,0.00000267,217735.00000000,0.03854266,0.000000,0.000000
1584175585.51994491,0.03294866,0.01047358,0.00000263,218628.00000000,0.04013636,0.000000,0.000000
1584175585.62006998,0.03296026,0.01034965,0.00000261,219383.00000000,0.03869113,0.000000,0.000000
1584175585.72016406,0.03297618,0.01114714,0.00000263,220176.00000000,0.04085628,0.000000,0.000000
1584175585.82019305,0.03299020,0.01068070,0.00000264,220845.00000000,0.03994361,0.000000,0.000000
1584175585.92032003,0.03300698,0.01129536,0.00000266,221630.00000000,0.04134327,0.000000,0.000000
1584175586.02037311,0.03302795,0.01306038,0.00000264,222140.00000000,0.04347536,0.000000,0.000000
1584175586.12046695,0.03305008,0.01342739,0.00000272,223106.00000000,0.04408946,0.000000,0.000000
1584175586.22061110,0.03307132,0.01277637,0.00000266,224080.00000000,0.04369239,0.000000,0.000000
1584175586.32069707,0.03309521,0.01297140,0.00000268,225162.00000000,0.04506430,0.000000,0.000000
1584175586.42075801,0.03313948,0.01453050,0.00000324,226149.00000000,0.05536446,0.000000,0.000000
1584175586.52084088,0.03316822,0.01388199,0.00000277,227190.00000000,0.04762516,0.000000,0.000000
1584175586.62098503,0.03319458,0.01363031,0.00000270,227751.00000000,0.04648012,0.000000,0.000000
1584175586.72099710,0.03321747,0.01429045,0.00000267,229096.00000000,0.04477203,0.000000,0.000000
1584175586.82112288,0.03323629,0.01328242,0.00000261,228642.00000000,0.04276304,0.000000,0.000000
1584175586.92115211,0.03325407,0.01173871,0.00000265,229980.00000000,0.04226750,0.000000,0.000000
1584175587.02123189,0.03327128,0.01196183,0.00000264,231100.00000000,0.04201555,0.000000,0.000000
1584175587.12128997,0.03328752,0.01219289,0.00000265,232382.00000000,0.04155307,0.000000,0.000000
1584175587.22149301,0.03329915,0.01096247,0.00000260,233341.00000000,0.03923154,0.000000,0.000000
1584175587.32160401,0.03331392,0.01157029,0.00000270,234221.00000000,0.04085859,0.000000,0.000000
1584175587.42169094,0.03332985,0.01112924,0.00000267,234920.00000000,0.04148552,0.000000,0.000000
1584175587.52169394,0.03333992,0.01071734,0.00000264,235728.00000000,0.03850557,0.000000,0.000000
1584175587.62182689,0.03335103,0.01087684,0.00000264,235864.00000000,0.03906223,0.000000,0.000000
1584175587.72191811,0.03335899,0.00959934,0.00000263,236641.00000000,0.03746119,0.000000,0.000000
1584175587.82201290,0.03337414,0.00989303,0.00000280,237501.00000000,0.04119042,0.000000,0.000000
1584175587.92204809,0.03338380,0.01098375,0.00000266,238391.00000000,0.03837578,0.000000,0.000000
1584175588.02217293,0.03339797,0.01196324,0.00000264,238838.00000000,0.04074156,0.000000,0.000000
1584175588.12222695,0.03340092,0.00901200,0.00000254,236454.00000000,0.03492887,0.000000,0.000000
1584175588.22229910,0.03340535,0.00960516,0.00000257,237470.00000000,0.03571188,0.000000,0.000000
1584175588.32236910,0.03340887,0.01024820,0.00000259,238373.00000000,0.03524044,0.000000,0.000000
1584175588.42245507,0.03341328,0.00920661,0.00000267,239045.00000000,0.03571332,0.000000,0.000000
1584175588.52257705,0.03341365,0.00884043,0.00000262,239830.00000000,0.03360910,0.000000,0.000000
1584175588.62262893,0.03341591,0.00913653,0.00000265,240591.00000000,0.03459973,0.000000,0.000000
1584175588.72271490,0.03342579,0.01058922,0.00000263,241316.00000000,0.03861505,0.000000,0.000000
1584175588.82279801,0.03343264,0.00976305,0.00000265,241987.00000000,0.03703584,0.000000,0.000000
1584175588.92293501,0.03344479,0.01082219,0.00000283,242761.00000000,0.03984755,0.000000,0.000000
1584175589.02296591,0.03345575,0.01315941,0.00000264,243445.00000000,0.03924320,0.000000,0.000000
1584175589.12303305,0.03346050,0.00982377,0.00000259,241657.00000000,0.03596913,0.000000,0.000000
1584175589.22317100,0.03346771,0.01068975,0.00000262,242832.00000000,0.03729041,0.000000,0.000000
1584175589.32320309,0.03347841,0.01144876,0.00000273,243781.00000000,0.03916058,0.000000,0.000000
1584175589.42327690,0.03349756,0.01492640,0.00000278,244817.00000000,0.04368714,0.000000,0.000000
1584175589.52342701,0.03351718,0.01322798,0.00000285,246045.00000000,0.04397172,0.000000,0.000000
1584175589.62350893,0.03353699,0.01332290,0.00000280,248024.00000000,0.04411631,0.000000,0.000000
1584175589.72354889,0.03355258,0.01382385,0.00000274,249336.00000000,0.04189470,0.000000,0.000000
1584175589.82371306,0.03355915,0.00988239,0.00000275,250345.00000000,0.03708165,0.000000,0.000000
1584175589.92377591,0.03356968,0.01073465,0.00000276,251041.00000000,0.03922075,0.000000,0.000000
1584175590.02384210,0.03365133,0.01002585,0.00000338,251949.00000000,0.07757898,0.000000,0.000000
1584175590.12395191,0.03365872,0.01009161,0.00000275,252201.00000000,0.03764384,0.000000,0.000000
1584175590.22401190,0.03367199,0.01097813,0.00000278,253055.00000000,0.04083944,0.000000,0.000000
1584175590.32411098,0.03368145,0.01084339,0.00000281,253219.00000000,0.03879640,0.000000,0.000000
1584175590.42418790,0.03369136,0.01097693,0.00000276,253964.00000000,0.03906381,0.000000,0.000000
1584175590.52430201,0.03369866,0.01001073,0.00000280,254780.00000000,0.03766006,0.000000,0.000000
1584175590.62438202,0.03371336,0.01079619,0.00000292,255552.00000000,0.04171062,0.000000,0.000000
1584175590.72449088,0.03372249,0.01069366,0.00000277,256298.00000000,0.03869939,0.000000,0.000000
1584175590.82453609,0.03373116,0.01000376,0.00000275,256809.00000000,0.03846603,0.000000,0.000000
1584175590.92466307,0.03373852,0.00998574,0.00000275,257376.00000000,0.03776165,0.000000,0.000000
1584175591.02469993,0.03375110,0.01208131,0.00000288,257973.00000000,0.04064897,0.000000,0.000000
1584175591.12479997,0.03376003,0.01076373,0.00000278,258568.00000000,0.03865939,0.000000,0.000000
1584175591.22488999,0.03376982,0.01135431,0.00000275,259545.00000000,0.03915352,0.000000,0.000000
1584175591.32500792,0.03377834,0.01073914,0.00000280,260633.00000000,0.03847707,0.000000,0.000000
1584175591.42503810,0.03378655,0.01007604,0.00000277,260000.00000000,0.03831426,0.000000,0.000000
1584175591.52515697,0.03379711,0.01055281,0.00000280,260873.00000000,0.03963987,0.000000,0.000000
1584175591.62523389,0.03380829,0.01048749,0.00000275,261614.00000000,0.04000077,0.000000,0.000000
1584175591.72536302,0.03383262,0.01950195,0.00000275,262493.00000000,0.04733916,0.000000,0.000000
1584175591.82541609,0.03383946,0.00840165,0.00000268,263477.00000000,0.03764128,0.000000,0.000000
1584175591.92551994,0.03385799,0.00932671,0.00000301,260190.00000000,0.04418032,0.000000,0.000000
1584175592.02557898,0.03386850,0.00958895,0.00000262,261494.00000000,0.03973257,0.000000,0.000000
1584175592.12578011,0.03387535,0.00961886,0.00000262,262572.00000000,0.03770253,0.000000,0.000000
1584175592.22579694,0.03388073,0.00980709,0.00000262,263566.00000000,0.03689373,0.000000,0.000000
1584175592.32585502,0.03388752,0.01032190,0.00000264,264535.00000000,0.03769659,0.000000,0.000000
1584175592.42596102,0.03389426,0.01018996,0.00000265,265475.00000000,0.03768337,0.000000,0.000000
1584175592.52599001,0.03390370,0.01121964,0.00000272,266477.00000000,0.03921843,0.000000,0.000000
1584175592.62613893,0.03391282,0.01048636,0.00000271,267295.00000000,0.03905621,0.000000,0.000000
1584175592.72617006,0.03392389,0.01161077,0.00000272,268339.00000000,0.04017824,0.000000,0.000000
1584175592.82630897,0.03393496,0.01109681,0.00000274,269423.00000000,0.04020143,0.000000,0.000000
1584175592.92638302,0.03395121,0.01146331,0.00000285,270375.00000000,0.04316534,0.000000,0.000000
1584175593.02644897,0.03396583,0.01214344,0.00000273,271138.00000000,0.04226700,0.000000,0.000000
1584175593.12652802,0.03398257,0.01322335,0.00000272,272050.00000000,0.04350692,0.000000,0.000000
1584175593.22664094,0.03399645,0.01176889,0.00000269,273136.00000000,0.04191097,0.000000,0.000000
1584175593.32669592,0.03402083,0.01209415,0.00000293,273480.00000000,0.04794219,0.000000,0.000000
1584175593.42680407,0.03403393,0.01081885,0.00000275,274797.00000000,0.04152393,0.000000,0.000000
1584175593.52684903,0.03404971,0.01203435,0.00000279,275828.00000000,0.04309452,0.000000,0.000000
1584175593.62697291,0.03406169,0.01173518,0.00000270,276795.00000000,0.04093434,0.000000,0.000000
1584175593.72709799,0.03408003,0.01349497,0.00000273,277350.00000000,0.04462767,0.000000,0.000000
1584175593.82716608,0.03409703,0.01491340,0.00000262,276628.00000000,0.04388812,0.000000,0.000000
1584175593.92719603,0.03410709,0.01076391,0.00000265,277013.00000000,0.03991462,0.000000,0.000000
1584175594.02735209,0.03411902,0.01133070,0.00000265,278236.00000000,0.04101373,0.000000,0.000000
1584175594.12738705,0.03413082,0.01112212,0.00000267,279453.00000000,0.04095928,0.000000,0.000000
1584175594.22750211,0.03414832,0.01212433,0.00000269,280596.00000000,0.04429938,0.000000,0.000000
1584175594.32755899,0.03416020,0.01077318,0.00000266,281382.00000000,0.04106204,0.000000,0.000000
1584175594.42765808,0.03417320,0.01132483,0.00000267,282420.00000000,0.04174366,0.000000,0.000000
1584175594.52768803,0.03418827,0.01098179,0.00000269,283415.00000000,0.04297249,0.000000,0.000000
1584175594.62785101,0.03420841,0.01217046,0.00000282,284306.00000000,0.04597157,0.000000,0.000000
1584175594.72788811,0.03422565,0.01255208,0.00000270,285262.00000000,0.04430786,0.000000,0.000000
1584175594.82803011,0.03423965,0.01159225,0.00000259,285963.00000000,0.04244623,0.000000,0.000000
1584175594.92807698,0.03425290,0.01126935,0.00000265,285517.00000000,0.04202930,0.000000,0.000000
1584175595.02821398,0.03426402,0.01054888,0.00000264,286635.00000000,0.04080456,0.000000,0.000000
1584175595.12826204,0.03427703,0.01092470,0.00000270,287625.00000000,0.04193855,0.000000,0.000000
1584175595.22838402,0.03429206,0.01193302,0.00000271,288512.00000000,0.04315981,0.000000,0.000000
1584175595.32845306,0.03430765,0.01239105,0.00000269,289378.00000000,0.04352150,0.000000,0.000000
1584175595.42850995,0.03432280,0.01302131,0.00000266,289183.00000000,0.04328777,0.000000,0.000000
1584175595.52857208,0.03433618,0.01099238,0.00000264,288002.00000000,0.04227485,0.000000,0.000000
1584175595.62872505,0.03435266,0.01169872,0.00000270,289269.00000000,0.04413902,0.000000,0.000000
1584175595.72873402,0.03436277,0.01056265,0.00000263,290285.00000000,0.04038179,0.000000,0.000000
1584175595.82889509,0.03438081,0.01090887,0.00000275,291310.00000000,0.04513234,0.000000,0.000000
1584175595.92894912,0.03439081,0.01042976,0.00000265,292163.00000000,0.04035715,0.000000,0.000000
1584175596.02907300,0.03441004,0.01151551,0.00000276,293016.00000000,0.04591293,0.000000,0.000000
1584175596.12910700,0.03443569,0.01819273,0.00000266,293741.00000000,0.04979911,0.000000,0.000000
1584175596.22923899,0.03444693,0.01020297,0.00000259,290129.00000000,0.04119280,0.000000,0.000000
1584175596.32924294,0.03445823,0.01010046,0.00000262,291422.00000000,0.04124460,0.000000,0.000000
1584175596.42941689,0.03446657,0.01007481,0.00000267,292593.00000000,0.03948823,0.000000,0.000000
1584175596.52944493,0.03448001,0.01054600,0.00000275,293617.00000000,0.04258354,0.000000,0.000000
1584175596.62957001,0.03449064,0.01043141,0.00000271,294726.00000000,0.04091269,0.000000,0.000000
1584175596.72962904,0.03450195,0.01002781,0.00000271,295674.00000000,0.04134440,0.000000,0.000000
1584175596.82974410,0.03451264,0.01059302,0.00000279,296435.00000000,0.04099076,0.000000,0.000000
1584175596.92982602,0.03452416,0.01033564,0.00000272,297261.00000000,0.04151736,0.000000,0.000000
1584175597.02993894,0.03453258,0.01020948,0.00000274,298010.00000000,0.03965260,0.000000,0.000000
1584175597.12997603,0.03454713,0.01100672,0.00000275,298738.00000000,0.04341007,0.000000,0.000000
1584175597.23007607,0.03456264,0.01177835,0.00000277,299542.00000000,0.04402083,0.000000,0.000000
1584175597.33018494,0.03457975,0.01143668,0.00000280,300314.00000000,0.04503500,0.000000,0.000000
1584175597.43024707,0.03460090,0.01367594,0.00000286,301295.00000000,0.04754328,0.000000,0.000000
1584175597.53034401,0.03461695,0.01173731,0.00000285,302034.00000000,0.04445469,0.000000,0.000000
1584175597.63044190,0.03463255,0.01144030,0.00000301,302988.00000000,0.04421080,0.000000,0.000000
1584175597.73049688,0.03465287,0.01092009,0.00000304,303926.00000000,0.04715175,0.000000,0.000000
1584175597.83059692,0.03466077,0.01110592,0.00000278,304628.00000000,0.03952497,0.000000,0.000000
1584175597.93067789,0.03467045,0.01073149,0.00000280,305357.00000000,0.04064593,0.000000,0.000000
1584175598.03079200,0.03467700,0.01079308,0.00000285,306199.00000000,0.03872239,0.000000,0.000000
1584175598.13082600,0.03468638,0.01016229,0.00000280,306826.00000000,0.04049439,0.000000,0.000000
1584175598.23102808,0.03469092,0.00969222,0.00000284,307522.00000000,0.03750431,0.000000,0.000000
1584175598.33103299,0.03469443,0.00959827,0.00000280,308134.00000000,0.03687288,0.000000,0.000000
1584175598.43107295,0.03469881,0.00998284,0.00000281,308621.00000000,0.03742438,0.000000,0.000000
1584175598.53120089,0.03470162,0.00931680,0.00000276,307934.00000000,0.03645564,0.000000,0.000000
1584175598.63122511,0.03470334,0.00896972,0.00000280,308563.00000000,0.03577653,0.000000,0.000000
1584175598.73130894,0.03470533,0.00890772,0.00000290,309341.00000000,0.03594934,0.000000,0.000000
1584175598.83141589,0.03470625,0.00896566,0.00000284,310166.00000000,0.03527933,0.000000,0.000000
1584175598.93159795,0.03471317,0.00899402,0.00000299,310669.00000000,0.03905093,0.000000,0.000000
1584175599.03165603,0.03471586,0.01000658,0.00000283,311251.00000000,0.03640495,0.000000,0.000000
1584175599.13172889,0.03472107,0.00943661,0.00000289,311586.00000000,0.03799702,0.000000,0.000000
1584175599.23183203,0.03472332,0.01014772,0.00000265,310712.00000000,0.03614615,0.000000,0.000000
1584175599.33189511,0.03472949,0.00923957,0.00000289,311497.00000000,0.03862152,0.000000,0.000000
1584175599.43198705,0.03473205,0.00821709,0.00000279,311506.00000000,0.03635070,0.000000,0.000000
1584175599.53206110,0.03473114,0.00837979,0.00000271,312220.00000000,0.03415257,0.000000,0.000000
1584175599.63216496,0.03472991,0.00867953,0.00000270,312957.00000000,0.03395369,0.000000,0.000000
1584175599.73226595,0.03472762,0.00807861,0.00000269,313459.00000000,0.03327251,0.000000,0.000000
1584175599.83234692,0.03472789,0.00844473,0.00000271,314035.00000000,0.03489853,0.000000,0.000000
1584175599.93241310,0.03473143,0.00962027,0.00000271,314555.00000000,0.03698457,0.000000,0.000000
1584175600.03250098,0.03472920,0.00814695,0.00000274,315176.00000000,0.03330508,0.000000,0.000000
1584175600.13258791,0.03472952,0.00837359,0.00000271,315709.00000000,0.03493388,0.000000,0.000000
1584175600.23266196,0.03473524,0.00916695,0.00000296,316223.00000000,0.03839931,0.000000,0.000000
1584175600.33274603,0.03473577,0.00884104,0.00000274,316722.00000000,0.03507191,0.000000,0.000000
1584175600.43279195,0.03474151,0.00976571,0.00000291,317345.00000000,0.03842628,0.000000,0.000000
1584175600.53293395,0.03474621,0.01004399,0.00000278,318109.00000000,0.03777184,0.000000,0.000000
1584175600.63300800,0.03474974,0.01038147,0.00000285,318871.00000000,0.03702257,0.000000,0.000000
1584175600.73308301,0.03475793,0.01131676,0.00000281,319888.00000000,0.04004125,0.000000,0.000000
1584175600.83320808,0.03476524,0.01218255,0.00000281,320862.00000000,0.03948689,0.000000,0.000000
1584175600.93325901,0.03477071,0.01153638,0.00000278,321916.00000000,0.03831112,0.000000,0.000000
1584175601.03332400,0.03477512,0.01089881,0.00000269,322855.00000000,0.03763027,0.000000,0.000000
1584175601.13344002,0.03477699,0.01130544,0.00000272,323155.00000000,0.03598938,0.000000,0.000000
1584175601.23356199,0.03477784,0.00902555,0.00000275,321114.00000000,0.03533123,0.000000,0.000000
1584175601.33357501,0.03477674,0.00909988,0.00000271,322096.00000000,0.03406248,0.000000,0.000000
1584175601.43375492,0.03479617,0.02171942,0.00000274,322995.00000000,0.04746438,0.000000,0.000000
1584175601.53378296,0.03480633,0.00919261,0.00000291,324386.00000000,0.04144298,0.000000,0.000000
1584175601.63384295,0.03480617,0.00915876,0.00000273,320786.00000000,0.03469823,0.000000,0.000000
1584175601.73396492,0.03480588,0.00933318,0.00000274,321674.00000000,0.03461660,0.000000,0.000000
1584175601.83404994,0.03480788,0.01013940,0.00000276,322551.00000000,0.03611929,0.000000,0.000000
1584175601.93412709,0.03481159,0.01027918,0.00000280,323391.00000000,0.03724731,0.000000,0.000000
1584175602.03419304,0.03481377,0.00973472,0.00000287,324158.00000000,0.03624905,0.000000,0.000000
1584175602.13430691,0.03481575,0.00957659,0.00000283,324810.00000000,0.03612358,0.000000,0.000000
1584175602.23437810,0.03482045,0.01009339,0.00000290,325612.00000000,0.03792306,0.000000,0.000000
1584175602.33449292,0.03482317,0.01042141,0.00000283,326348.00000000,0.03661666,0.000000,0.000000
1584175602.43456507,0.03482471,0.01001099,0.00000282,326915.00000000,0.03584976,0.000000,0.000000
1584175602.53466296,0.03482847,0.01054887,0.00000281,327662.00000000,0.03732078,0.000000,0.000000
1584175602.63470602,0.03483447,0.01070499,0.00000284,328399.00000000,0.03881438,0.000000,0.000000
1584175602.73481393,0.03483741,0.00996964,0.00000285,329088.00000000,0.03679429,0.000000,0.000000
1584175602.83488798,0.03484336,0.01097827,0.00000289,329922.00000000,0.03880725,0.000000,0.000000
1584175602.93503094,0.03485041,0.01076727,0.00000283,330620.00000000,0.03955254,0.000000,0.000000
1584175603.03506899,0.03485583,0.01031638,0.00000284,331191.00000000,0.03847429,0.000000,0.000000
1584175603.13516808,0.03491524,0.01184850,0.00000286,332016.00000000,0.07466151,0.000000,0.000000
1584175603.23524404,0.03492189,0.01147927,0.00000286,332587.00000000,0.03937717,0.000000,0.000000
1584175603.33537292,0.03492729,0.01080974,0.00000272,332344.00000000,0.03854994,0.000000,0.000000
1584175603.43541598,0.03493301,0.01081325,0.00000273,333168.00000000,0.03877766,0.000000,0.000000
1584175603.53555298,0.03494629,0.01128219,0.00000290,334104.00000000,0.04388619,0.000000,0.000000
1584175603.63559198,0.03495209,0.01095659,0.00000273,335130.00000000,0.03886139,0.000000,0.000000
1584175603.73567605,0.03495969,0.01186242,0.00000273,335984.00000000,0.04008953,0.000000,0.000000
1584175603.83579898,0.03496783,0.01064667,0.00000269,334881.00000000,0.04046889,0.000000,0.000000
1584175603.93589211,0.03497464,0.01076708,0.00000272,335877.00000000,0.03958651,0.000000,0.000000
1584175604.03593206,0.03498605,0.01193032,0.00000275,336815.00000000,0.04271859,0.000000,0.000000
1584175604.13604999,0.03499527,0.01112342,0.00000275,337923.00000000,0.04125640,0.000000,0.000000
1584175604.23610401,0.03500925,0.01307414,0.00000276,338840.00000000,0.04451493,0.000000,0.000000
1584175604.33619308,0.03501913,0.01191492,0.00000261,338027.00000000,0.04175174,0.000000,0.000000
1584175604.43629003,0.03503010,0.01116822,0.00000278,339533.00000000,0.04251095,0.000000,0.000000
1584175604.53641200,0.03503732,0.01178677,0.00000268,340637.00000000,0.03996568,0.000000,0.000000
1584175604.63650703,0.03504187,0.01055784,0.00000267,341802.00000000,0.03815340,0.000000,0.000000
1584175604.73655200,0.03504989,0.01104147,0.00000275,342365.00000000,0.04054406,0.000000,0.000000
1584175604.83664393,0.03505931,0.01155181,0.00000281,343606.00000000,0.04152238,0.000000,0.000000
1584175604.93680406,0.03507475,0.01161837,0.00000309,344859.00000000,0.04568496,0.000000,0.000000
1584175605.03680611,0.03508312,0.01160091,0.00000275,345810.00000000,0.04083607,0.000000,0.000000
1584175605.13693500,0.03509045,0.01165920,0.00000276,346712.00000000,0.04014314,0.000000,0.000000
1584175605.23697805,0.03509807,0.01185131,0.00000282,347651.00000000,0.04035684,0.000000,0.000000
1584175605.33706594,0.03511006,0.01246174,0.00000276,348680.00000000,0.04339144,0.000000,0.000000
1584175605.43715811,0.03512388,0.01363174,0.00000283,350072.00000000,0.04468874,0.000000,0.000000
1584175605.53728199,0.03513488,0.01369650,0.00000273,351564.00000000,0.04275859,0.000000,0.000000
1584175605.63737798,0.03514369,0.01166010,0.00000286,350998.00000000,0.04126003,0.000000,0.000000
1584175605.73737597,0.03515582,0.01189920,0.00000280,352427.00000000,0.04358469,0.000000,0.000000
1584175605.83751106,0.03516567,0.01236725,0.00000281,353608.00000000,0.04202202,0.000000,0.000000
1584175605.93760896,0.03518151,0.01370872,0.00000296,354634.00000000,0.04621814,0.000000,0.000000
1584175606.03764892,0.03519029,0.01195979,0.00000275,354518.00000000,0.04132354,0.000000,0.000000
1584175606.13775301,0.03519726,0.01086931,0.00000274,355388.00000000,0.04006563,0.000000,0.000000
1584175606.23793101,0.03520555,0.01133875,0.00000276,356505.00000000,0.04101295,0.000000,0.000000
1584175606.33791709,0.03521313,0.01237066,0.00000270,357469.00000000,0.04052634,0.000000,0.000000
1584175606.43801188,0.03521716,0.01137187,0.00000269,356956.00000000,0.03804159,0.000000,0.000000
1584175606.53813505,0.03522351,0.01089505,0.00000277,358069.00000000,0.03968841,0.000000,0.000000
1584175606.63819408,0.03523376,0.01392430,0.00000279,359269.00000000,0.04245331,0.000000,0.000000
1584175606.73821712,0.03524130,0.01054165,0.00000271,358140.00000000,0.04055600,0.000000,0.000000
1584175606.83838511,0.03524909,0.01147267,0.00000279,359532.00000000,0.04074600,0.000000,0.000000
1584175606.93844199,0.03525349,0.01034967,0.00000275,360884.00000000,0.03836451,0.000000,0.000000
1584175607.03856802,0.03525847,0.01016391,0.00000277,361886.00000000,0.03878761,0.000000,0.000000
1584175607.13861609,0.03526265,0.01091927,0.00000279,363170.00000000,0.03822589,0.000000,0.000000
1584175607.23871899,0.03526921,0.01043994,0.00000288,364229.00000000,0.03992233,0.000000,0.000000
1584175607.33877110,0.03527778,0.01100533,0.00000294,365353.00000000,0.04137223,0.000000,0.000000
1584175607.43886995,0.03528589,0.01149712,0.00000289,366199.00000000,0.04105986,0.000000,0.000000
1584175607.53895998,0.03529248,0.01113770,0.00000280,367155.00000000,0.03999677,0.000000,0.000000
1584175607.63908696,0.03529989,0.01164303,0.00000282,368179.00000000,0.04058730,0.000000,0.000000
1584175607.73913097,0.03530840,0.01250352,0.00000280,369273.00000000,0.04139382,0.000000,0.000000
1584175607.83923197,0.03531430,0.01122884,0.00000276,370035.00000000,0.03953553,0.000000,0.000000
1584175607.93931389,0.03532204,0.01188785,0.00000279,371161.00000000,0.04087234,0.000000,0.000000
1584175608.03937101,0.03533262,0.01335813,0.00000276,372169.00000000,0.04293145,0.000000,0.000000
1584175608.13957810,0.03534396,0.01296166,0.00000273,371553.00000000,0.04349983,0.000000,0.000000
1584175608.23953390,0.03535217,0.01141989,0.00000285,372666.00000000,0.04125821,0.000000,0.000000
1584175608.33966899,0.03535950,0.01224977,0.00000280,373629.00000000,0.04064837,0.000000,0.000000
1584175608.43974495,0.03537656,0.01972588,0.00000275,374691.00000000,0.04768925,0.000000,0.000000
1584175608.53983903,0.03537938,0.01019290,0.00000252,370710.00000000,0.03742355,0.000000,0.000000
1584175608.63990498,0.03538601,0.01031314,0.00000273,371949.00000000,0.04018436,0.000000,0.000000
1584175608.74006891,0.03539277,0.01134044,0.00000279,373078.00000000,0.04029250,0.000000,0.000000
1584175608.84009504,0.03539605,0.01070913,0.00000265,374233.00000000,0.03777796,0.000000,0.000000
1584175608.94020510,0.03540047,0.01123956,0.00000265,375153.00000000,0.03861630,0.000000,0.000000
1584175609.04026389,0.03540231,0.00947302,0.00000270,376073.00000000,0.03674132,0.000000,0.000000
1584175609.14036608,0.03540433,0.01000512,0.00000271,377069.00000000,0.03687407,0.000000,0.000000
1584175609.24041390,0.03540497,0.00957094,0.00000270,377854.00000000,0.03587366,0.000000,0.000000
1584175609.34051609,0.03540968,0.01088224,0.00000273,378737.00000000,0.03885071,0.000000,0.000000
1584175609.44060707,0.03541280,0.01033789,0.00000271,379584.00000000,0.03769937,0.000000,0.000000
1584175609.54064107,0.03541698,0.01107826,0.00000278,380592.00000000,0.03847756,0.000000,0.000000
1584175609.64080691,0.03542050,0.01071918,0.00000278,381366.00000000,0.03800597,0.000000,0.000000
1584175609.74090791,0.03542694,0.01099786,0.00000285,382154.00000000,0.04015724,0.000000,0.000000
1584175609.84100008,0.03543638,0.01218339,0.00000290,383011.00000000,0.04238907,0.000000,0.000000
1584175609.94107389,0.03544402,0.01200142,0.00000293,383716.00000000,0.04107531,0.000000,0.000000
1584175610.04113507,0.03545208,0.01199625,0.00000283,384965.00000000,0.04139661,0.000000,0.000000
1584175610.14117908,0.03546262,0.01246925,0.00000295,386385.00000000,0.04325667,0.000000,0.000000
1584175610.24131989,0.03547086,0.01252265,0.00000280,387445.00000000,0.04156701,0.000000,0.000000
1584175610.34140706,0.03547750,0.01224666,0.00000286,388501.00000000,0.04039948,0.000000,0.000000
1584175610.44146299,0.03548265,0.01146097,0.00000281,389143.00000000,0.03929830,0.000000,0.000000
1584175610.54155898,0.03548631,0.01039573,0.00000286,390119.00000000,0.03820930,0.000000,0.000000
1584175610.64162803,0.03549315,0.01324260,0.00000287,390940.00000000,0.04057826,0.000000,0.000000
1584175610.74173689,0.03549447,0.01042623,0.00000277,390774.00000000,0.03648004,0.000000,0.000000
1584175610.84183002,0.03549977,0.01053943,0.00000281,391666.00000000,0.03945309,0.000000,0.000000
1584175610.94189811,0.03550061,0.01039388,0.00000277,392396.00000000,0.03612679,0.000000,0.000000
1584175611.04200101,0.03550871,0.01393002,0.00000278,393149.00000000,0.04156793,0.000000,0.000000
1584175611.14206600,0.03551331,0.01002201,0.00000287,393875.00000000,0.03895647,0.000000,0.000000
1584175611.24215293,0.03551532,0.01019864,0.00000273,393410.00000000,0.03702913,0.000000,0.000000
1584175611.34226894,0.03552200,0.01080040,0.00000293,394363.00000000,0.04053952,0.000000,0.000000
1584175611.44234610,0.03552797,0.01043737,0.00000295,395129.00000000,0.04001454,0.000000,0.000000
1584175611.54242802,0.03553181,0.01324697,0.00000274,395836.00000000,0.03842058,0.000000,0.000000
1584175611.64252901,0.03553256,0.00998232,0.00000268,396486.00000000,0.03610358,0.000000,0.000000
1584175611.74264908,0.03553230,0.00984189,0.00000273,395651.00000000,0.03533164,0.000000,0.000000
1584175611.84267998,0.03553251,0.00977630,0.00000272,396288.00000000,0.03569452,0.000000,0.000000
1584175611.94275594,0.03553286,0.00981830,0.00000273,397141.00000000,0.03579461,0.000000,0.000000
1584175612.04282904,0.03555568,0.02593875,0.00000273,397876.00000000,0.05285513,0.000000,0.000000
